service_id,thematiques
44e38b17-2e14-48dd-ab7c-16c05f00c9f8,"preparer-sa-candidature--organiser-ses-demarches-de-recherche-demploi
trouver-un-emploi--maintien-dans-lemploi
choisir-un-metier--connaitre-les-opportunites-demploi"
957c942f-ae9b-4d4e-9512-d258f83473a1,"choisir-un-metier--confirmer-son-choix-de-metier
choisir-un-metier--identifier-ses-points-forts-et-ses-competences
preparer-sa-candidature--valoriser-ses-competences
remobilisation--bien-etre-confiance-en-soi"
94a26779-0c83-4d2e-ad8c-5619f4998807,"se-former--trouver-sa-formation
choisir-un-metier--decouvrir-un-metier-ou-un-secteur-dactivite
se-former--monter-son-dossier-de-formation
trouver-un-emploi--maintien-dans-lemploi
choisir-un-metier--connaitre-les-opportunites-demploi
preparer-sa-candidature--valoriser-ses-competences
choisir-un-metier--confirmer-son-choix-de-metier"
3a5dba1e-dc06-41db-95e6-11e6f20425f8,"difficultes-administratives-ou-juridiques--accompagnement-aux-demarches-administratives
numerique--maitriser-les-fondamentaux-du-numerique
se-former--trouver-sa-formation
choisir-un-metier--identifier-ses-points-forts-et-ses-competences
preparer-sa-candidature--valoriser-ses-competences
remobilisation--bien-etre-confiance-en-soi
se-former--monter-son-dossier-de-formation"
ef7d6fbe-bea8-459b-8eca-d51478e95a2a,"trouver-un-emploi--maintien-dans-lemploi
choisir-un-metier--connaitre-les-opportunites-demploi
choisir-un-metier--decouvrir-un-metier-ou-un-secteur-dactivite
choisir-un-metier--identifier-ses-points-forts-et-ses-competences
preparer-sa-candidature--valoriser-ses-competences
remobilisation--bien-etre-confiance-en-soi
choisir-un-metier--confirmer-son-choix-de-metier"
3a4bedf9-7977-413f-8345-714663db8db8,"equipement-et-alimentation--aide-menagere
equipement-et-alimentation--alimentation
famille--prise-en-charge-personne-dependante
trouver-un-emploi--maintien-dans-lemploi
difficultes-administratives-ou-juridiques--accompagnement-aux-demarches-administratives
remobilisation--lien-social"
443b864b-d6b4-4da2-a89a-08349412e9e4,"trouver-un-emploi--maintien-dans-lemploi
choisir-un-metier--confirmer-son-choix-de-metier
lecture-ecriture-calcul--maitriser-le-francais
se-former--trouver-sa-formation
choisir-un-metier--decouvrir-un-metier-ou-un-secteur-dactivite
choisir-un-metier--identifier-ses-points-forts-et-ses-competences
preparer-sa-candidature--valoriser-ses-competences
difficultes-administratives-ou-juridiques--accompagnement-aux-demarches-administratives
se-former--monter-son-dossier-de-formation"
b40723eb-ae65-42ea-b78d-56e9278697d9,"mobilite--etre-accompagne-dans-son-parcours-mobilite
mobilite--financer-ma-mobilite
mobilite--acceder-a-un-vehicule"
a8ed22fa-554e-46e2-8930-e37994773722,"difficultes-administratives-ou-juridiques--accompagnement-aux-demarches-administratives
choisir-un-metier--confirmer-son-choix-de-metier
choisir-un-metier--identifier-ses-points-forts-et-ses-competences
preparer-sa-candidature--valoriser-ses-competences
preparer-sa-candidature--organiser-ses-demarches-de-recherche-demploi
remobilisation--bien-etre-confiance-en-soi
trouver-un-emploi--convaincre-un-recruteur-en-entretien"
444d7864-fbec-413e-805f-86f1c909e35a,"preparer-sa-candidature--valoriser-ses-competences
remobilisation--bien-etre-confiance-en-soi
preparer-sa-candidature--developper-son-reseau
choisir-un-metier--identifier-ses-points-forts-et-ses-competences
trouver-un-emploi--convaincre-un-recruteur-en-entretien
remobilisation--lien-social
famille--garde-denfants
mobilite--etre-accompagne-dans-son-parcours-mobilite"
bdd060a5-fdf5-404e-9dc7-53a89dec2caf,"mobilite--etre-accompagne-dans-son-parcours-mobilite
mobilite--mobilite-douce-partagee-collective"
3f4ad3b2-69ce-4f9c-a7ad-1312744e490f,"mobilite--etre-accompagne-dans-son-parcours-mobilite
mobilite--entretenir-reparer-son-vehicule
difficultes-financieres--ameliorer-sa-gestion-budgetaire
difficultes-financieres--acquerir-une-autonomie-budgetaire
mobilite--financer-ma-mobilite"
db3af88a-70c6-4035-a084-e088e06956e8,"choisir-un-metier--confirmer-son-choix-de-metier
se-former--trouver-sa-formation
choisir-un-metier--decouvrir-un-metier-ou-un-secteur-dactivite
choisir-un-metier--identifier-ses-points-forts-et-ses-competences
preparer-sa-candidature--valoriser-ses-competences
trouver-un-emploi--convaincre-un-recruteur-en-entretien
trouver-un-emploi--repondre-a-des-offres-demploi
difficultes-financieres--acquerir-une-autonomie-budgetaire
lecture-ecriture-calcul--maitriser-le-francais
mobilite--etre-accompagne-dans-son-parcours-mobilite
remobilisation--bien-etre-confiance-en-soi
difficultes-administratives-ou-juridiques--accompagnement-aux-demarches-administratives
remobilisation--activites-sportives-et-culturelles
remobilisation--lien-social
sante--acces-aux-soins"
2409a39b-07fb-46c3-80f3-b8f9aed81ab2,creer-une-entreprise--developper-son-entreprise
d0fe1845-be56-4462-8646-e2a3cc6a3bf7,"famille--soutien-a-la-parentalite-et-a-leducation
logement-hebergement--rechercher-une-solution-dhebergement-temporaire
remobilisation--lien-social
remobilisation--activites-sportives-et-culturelles
logement-hebergement--se-maintenir-dans-le-logement"
febc84fd-da6f-41f8-94ab-5d6aaf4138e4,"trouver-un-emploi--maintien-dans-lemploi
choisir-un-metier--connaitre-les-opportunites-demploi
preparer-sa-candidature--organiser-ses-demarches-de-recherche-demploi
trouver-un-emploi--repondre-a-des-offres-demploi"
e3b15c80-77b7-4c00-8743-6d76b9d14efc,"preparer-sa-candidature--valoriser-ses-competences
trouver-un-emploi--maintien-dans-lemploi
choisir-un-metier--identifier-ses-points-forts-et-ses-competences
remobilisation--bien-etre-confiance-en-soi
choisir-un-metier--confirmer-son-choix-de-metier
se-former--trouver-sa-formation
difficultes-administratives-ou-juridiques--accompagnement-aux-demarches-administratives"
1511f519-0493-4745-9380-ac6b53b2fee2,"choisir-un-metier--identifier-ses-points-forts-et-ses-competences
choisir-un-metier--connaitre-les-opportunites-demploi
choisir-un-metier--decouvrir-un-metier-ou-un-secteur-dactivite
preparer-sa-candidature--organiser-ses-demarches-de-recherche-demploi
remobilisation--bien-etre-confiance-en-soi
se-former--trouver-sa-formation
choisir-un-metier--confirmer-son-choix-de-metier"
5adbe07c-c557-426d-9fb8-05d7ad399de0,"choisir-un-metier--decouvrir-un-metier-ou-un-secteur-dactivite
mobilite--etre-accompagne-dans-son-parcours-mobilite
se-former--trouver-sa-formation
choisir-un-metier--confirmer-son-choix-de-metier
choisir-un-metier--identifier-ses-points-forts-et-ses-competences
preparer-sa-candidature--valoriser-ses-competences
se-former--monter-son-dossier-de-formation"
7f2860d2-ae85-44b1-a2cd-0574c5c48f25,difficultes-administratives-ou-juridiques--accompagnement-aux-demarches-administratives
b39cf193-2844-4f62-800f-4e5d4832a4d3,"trouver-un-emploi--maintien-dans-lemploi
sante--constituer-un-dossier-mdph-invalidite
preparer-sa-candidature--valoriser-ses-competences
choisir-un-metier--identifier-ses-points-forts-et-ses-competences"
64f1a05f-6f2e-48d4-ae5e-a002316b43ed,"sante--acces-aux-soins
mobilite--etre-accompagne-dans-son-parcours-mobilite
mobilite--financer-ma-mobilite"
289d68dd-8af5-47c9-8c1f-164c9f949aca,"mobilite--etre-accompagne-dans-son-parcours-mobilite
preparer-sa-candidature--organiser-ses-demarches-de-recherche-demploi
difficultes-administratives-ou-juridiques--accompagnement-aux-demarches-administratives
famille--garde-denfants
choisir-un-metier--connaitre-les-opportunites-demploi
remobilisation--lien-social
trouver-un-emploi--maintien-dans-lemploi"
4fdc112a-9987-4139-bd04-dd0ff47dc37d,"famille--garde-denfants
famille--soutien-a-la-parentalite-et-a-leducation
difficultes-administratives-ou-juridiques--accompagnement-aux-demarches-administratives"
2882537f-a43d-4b38-8a20-5ef9ebcde74f,"sante--constituer-un-dossier-mdph-invalidite
difficultes-administratives-ou-juridiques--accompagnement-pour-lacces-aux-droits
trouver-un-emploi--maintien-dans-lemploi
difficultes-administratives-ou-juridiques--accompagnement-aux-demarches-administratives
choisir-un-metier--identifier-ses-points-forts-et-ses-competences
preparer-sa-candidature--valoriser-ses-competences"
36106c36-cf61-4a95-a8a3-f5fd4c016d9f,"difficultes-administratives-ou-juridiques--accompagnement-aux-demarches-administratives
creer-une-entreprise--developper-son-entreprise
creer-une-entreprise--definir-son-projet-de-creation-dentreprise
creer-une-entreprise--structurer-son-projet-de-creation-dentreprise"
f006ebae-f3db-4fbe-a313-be8f48d97e67,
33b1243a-172d-4944-a400-4b1108140f95,"difficultes-financieres--prevenir-une-degradation-de-la-situation-financiere
difficultes-financieres--situation-dendettement-surendettement
difficultes-financieres--ameliorer-sa-gestion-budgetaire
difficultes-administratives-ou-juridiques--accompagnement-aux-demarches-administratives
famille--soutien-a-la-parentalite-et-a-leducation"
7398c482-e6d8-4b22-b2b2-d51630f6bcb7,remobilisation--bien-etre-confiance-en-soi
495e1eaf-7a39-47d3-aed7-57fe9a84338e,"trouver-un-emploi--maintien-dans-lemploi
preparer-sa-candidature--valoriser-ses-competences"
0d6ce8c5-db36-4f66-8b97-1a1087195076,"se-former--trouver-sa-formation
se-former--monter-son-dossier-de-formation"
d7b7c036-b8c9-4b22-9d27-cd2704afbf60,"famille--garde-denfants
trouver-un-emploi--maintien-dans-lemploi
mobilite--etre-accompagne-dans-son-parcours-mobilite
sante--acces-aux-soins
sante--sante-mentale
remobilisation--bien-etre-confiance-en-soi
difficultes-administratives-ou-juridiques--accompagnement-aux-demarches-administratives"
f51a1f7c-d75c-44d8-a636-4ab5e421f8a3,"famille--soutien-a-la-parentalite-et-a-leducation
remobilisation--bien-etre-confiance-en-soi
lecture-ecriture-calcul--maitriser-le-francais
lecture-ecriture-calcul--maitriser-le-calcul"
14361b21-8e6b-4e0b-8f8d-9eb7ba795d72,"remobilisation--lien-social
remobilisation--activites-sportives-et-culturelles
famille--soutien-a-la-parentalite-et-a-leducation"
43f75871-cdf5-4471-b92f-da96fd592014,"choisir-un-metier--connaitre-les-opportunites-demploi
choisir-un-metier--decouvrir-un-metier-ou-un-secteur-dactivite
se-former--trouver-sa-formation
choisir-un-metier--confirmer-son-choix-de-metier
creer-une-entreprise--definir-son-projet-de-creation-dentreprise"
be440029-1d85-45d5-aeb1-1f8bc2157a0c,"se-former--trouver-sa-formation
se-former--monter-son-dossier-de-formation
choisir-un-metier--decouvrir-un-metier-ou-un-secteur-dactivite"
306306b4-cae9-4c92-a8e1-7063b916fae7,"trouver-un-emploi--maintien-dans-lemploi
choisir-un-metier--connaitre-les-opportunites-demploi
preparer-sa-candidature--organiser-ses-demarches-de-recherche-demploi
choisir-un-metier--identifier-ses-points-forts-et-ses-competences
preparer-sa-candidature--valoriser-ses-competences
trouver-un-emploi--repondre-a-des-offres-demploi
choisir-un-metier--confirmer-son-choix-de-metier"
fda522ac-2c04-417a-93a3-ec67598ed286,"trouver-un-emploi--maintien-dans-lemploi
choisir-un-metier--identifier-ses-points-forts-et-ses-competences
preparer-sa-candidature--valoriser-ses-competences"
74e5e9cf-e8bd-487a-94de-d44e435f37e1,"preparer-sa-candidature--realiser-un-cv-et-ou-une-lettre-de-motivation
trouver-un-emploi--convaincre-un-recruteur-en-entretien
mobilite--etre-accompagne-dans-son-parcours-mobilite
sante--acces-aux-soins
logement-hebergement--sinformer-sur-les-demarches-liees-a-lacces-au-logement
choisir-un-metier--identifier-ses-points-forts-et-ses-competences
choisir-un-metier--decouvrir-un-metier-ou-un-secteur-dactivite
difficultes-financieres--ameliorer-sa-gestion-budgetaire"
8bb05740-0e3a-4c97-8bbd-7bfddbfd75a2,"choisir-un-metier--decouvrir-un-metier-ou-un-secteur-dactivite
choisir-un-metier--confirmer-son-choix-de-metier"
1c609755-5e33-487f-b95f-a23649dded97,"trouver-un-emploi--maintien-dans-lemploi
choisir-un-metier--confirmer-son-choix-de-metier
se-former--trouver-sa-formation
choisir-un-metier--decouvrir-un-metier-ou-un-secteur-dactivite
mobilite--etre-accompagne-dans-son-parcours-mobilite
sante--acces-aux-soins
logement-hebergement--sinformer-sur-les-demarches-liees-a-lacces-au-logement"
642b23cb-490e-428e-813c-41fc4301b990,"choisir-un-metier--identifier-ses-points-forts-et-ses-competences
preparer-sa-candidature--valoriser-ses-competences
remobilisation--bien-etre-confiance-en-soi
sante--constituer-un-dossier-mdph-invalidite
choisir-un-metier--connaitre-les-opportunites-demploi
choisir-un-metier--decouvrir-un-metier-ou-un-secteur-dactivite
preparer-sa-candidature--organiser-ses-demarches-de-recherche-demploi
preparer-sa-candidature--realiser-un-cv-et-ou-une-lettre-de-motivation
trouver-un-emploi--convaincre-un-recruteur-en-entretien
trouver-un-emploi--repondre-a-des-offres-demploi
se-former--trouver-sa-formation
trouver-un-emploi--maintien-dans-lemploi
choisir-un-metier--confirmer-son-choix-de-metier
preparer-sa-candidature--developper-son-reseau
se-former--monter-son-dossier-de-formation
difficultes-administratives-ou-juridiques--accompagnement-aux-demarches-administratives
sante--sante-mentale"
e089cffd-6e44-42ba-a47a-f27612247478,"choisir-un-metier--confirmer-son-choix-de-metier
choisir-un-metier--identifier-ses-points-forts-et-ses-competences
se-former--trouver-sa-formation
choisir-un-metier--connaitre-les-opportunites-demploi
choisir-un-metier--decouvrir-un-metier-ou-un-secteur-dactivite
remobilisation--bien-etre-confiance-en-soi
preparer-sa-candidature--valoriser-ses-competences
lecture-ecriture-calcul--maitriser-le-francais
numerique--maitriser-les-fondamentaux-du-numerique"
e8888fa4-e100-493c-a7c0-fe788da03f16,"trouver-un-emploi--maintien-dans-lemploi
preparer-sa-candidature--organiser-ses-demarches-de-recherche-demploi
se-former--trouver-sa-formation
choisir-un-metier--connaitre-les-opportunites-demploi
choisir-un-metier--confirmer-son-choix-de-metier"
95cbef23-7440-40f8-a5b7-fea9cdffee88,"preparer-sa-candidature--organiser-ses-demarches-de-recherche-demploi
remobilisation--bien-etre-confiance-en-soi
trouver-un-emploi--maintien-dans-lemploi
difficultes-administratives-ou-juridiques--accompagnement-pour-lacces-aux-droits"
30952a08-37fd-475a-bd18-aa7d0d2ac340,"se-former--trouver-sa-formation
choisir-un-metier--decouvrir-un-metier-ou-un-secteur-dactivite
lecture-ecriture-calcul--maitriser-le-francais
trouver-un-emploi--maintien-dans-lemploi
mobilite--preparer-un-permis
se-former--monter-son-dossier-de-formation
choisir-un-metier--confirmer-son-choix-de-metier
mobilite--etre-accompagne-dans-son-parcours-mobilite
preparer-sa-candidature--valoriser-ses-competences"
c1d81d59-1a6d-4d5e-a352-ebea7078455d,"difficultes-administratives-ou-juridiques--accompagnement-pour-lacces-aux-droits
difficultes-administratives-ou-juridiques--accompagnement-aux-demarches-administratives"
b12ecb7c-5e0a-45e7-8b20-3e2197aa385e,"choisir-un-metier--identifier-ses-points-forts-et-ses-competences
preparer-sa-candidature--valoriser-ses-competences
remobilisation--bien-etre-confiance-en-soi
choisir-un-metier--confirmer-son-choix-de-metier
choisir-un-metier--decouvrir-un-metier-ou-un-secteur-dactivite
difficultes-administratives-ou-juridiques--accompagnement-pour-lacces-aux-droits
remobilisation--lien-social"
9144eaaa-0de3-4888-99bc-ba8c3c1ca5d4,"choisir-un-metier--identifier-ses-points-forts-et-ses-competences
preparer-sa-candidature--valoriser-ses-competences
remobilisation--bien-etre-confiance-en-soi
choisir-un-metier--decouvrir-un-metier-ou-un-secteur-dactivite
choisir-un-metier--confirmer-son-choix-de-metier
choisir-un-metier--connaitre-les-opportunites-demploi
difficultes-administratives-ou-juridiques--accompagnement-aux-demarches-administratives
difficultes-administratives-ou-juridiques--accompagnement-pour-lacces-aux-droits
preparer-sa-candidature--organiser-ses-demarches-de-recherche-demploi
trouver-un-emploi--convaincre-un-recruteur-en-entretien"
715b106b-8d47-437b-9cb1-f856270201a1,"sante--sante-mentale
logement-hebergement--rechercher-une-solution-dhebergement-temporaire
logement-hebergement--se-maintenir-dans-le-logement
remobilisation--lien-social
logement-hebergement--louer-un-logement"
8aacf375-704b-452e-bc87-5dd228a97aed,"mobilite--etre-accompagne-dans-son-parcours-mobilite
mobilite--mobilite-douce-partagee-collective"
e8f4fe4c-a4d9-4264-882f-ca382d9c72de,mobilite--etre-accompagne-dans-son-parcours-mobilite
cc461916-f84f-4cbe-9221-50cfb5cefb7a,"trouver-un-emploi--maintien-dans-lemploi
preparer-sa-candidature--valoriser-ses-competences
choisir-un-metier--identifier-ses-points-forts-et-ses-competences"
196e1a5b-3217-4315-bce2-f7686acaaadf,"trouver-un-emploi--maintien-dans-lemploi
choisir-un-metier--connaitre-les-opportunites-demploi
choisir-un-metier--decouvrir-un-metier-ou-un-secteur-dactivite
choisir-un-metier--confirmer-son-choix-de-metier
choisir-un-metier--identifier-ses-points-forts-et-ses-competences
preparer-sa-candidature--valoriser-ses-competences"
e029259a-4c91-42b7-af9e-cc98d1b624b2,"trouver-un-emploi--maintien-dans-lemploi
choisir-un-metier--identifier-ses-points-forts-et-ses-competences
preparer-sa-candidature--valoriser-ses-competences"
8d0ea3d8-c341-4328-bbf3-0017e72098af,"creer-une-entreprise--definir-son-projet-de-creation-dentreprise
difficultes-administratives-ou-juridiques--accompagnement-pour-lacces-a-la-citoyennete
choisir-un-metier--decouvrir-un-metier-ou-un-secteur-dactivite
difficultes-administratives-ou-juridiques--accompagnement-aux-demarches-administratives
difficultes-administratives-ou-juridiques--accompagnement-pour-lacces-aux-droits
preparer-sa-candidature--organiser-ses-demarches-de-recherche-demploi
se-former--trouver-sa-formation
choisir-un-metier--connaitre-les-opportunites-demploi
choisir-un-metier--identifier-ses-points-forts-et-ses-competences
logement-hebergement--sinformer-sur-les-demarches-liees-a-lacces-au-logement
preparer-sa-candidature--valoriser-ses-competences
sante--acces-aux-soins
se-former--monter-son-dossier-de-formation
trouver-un-emploi--convaincre-un-recruteur-en-entretien
trouver-un-emploi--repondre-a-des-offres-demploi
choisir-un-metier--confirmer-son-choix-de-metier
difficultes-financieres--acquerir-une-autonomie-budgetaire
preparer-sa-candidature--realiser-un-cv-et-ou-une-lettre-de-motivation
remobilisation--bien-etre-confiance-en-soi"
1057dd7b-4182-4826-8375-951121541af4,
925fa0a7-328f-4651-b764-2aefdf62ae2b,
57f673a7-c345-42f2-bca8-5abcd1a56ba1,
51f93111-0985-4f0b-b08e-00a1b7c6d31b,equipement-et-alimentation--electromenager
ff4d194f-fb62-40ec-931f-9bad7dea117d,equipement-et-alimentation--electromenager
e052814d-b96c-4c86-a8b9-7ee65ae13989,"mobilite--etre-accompagne-dans-son-parcours-mobilite
sante--acces-aux-soins
difficultes-administratives-ou-juridiques--accompagnement-pour-lacces-aux-droits
equipement-et-alimentation--alimentation
difficultes-administratives-ou-juridiques--accompagnement-aux-demarches-administratives"
a35d8ad6-3415-44ee-b3ac-27cf8b153482,"choisir-un-metier--identifier-ses-points-forts-et-ses-competences
preparer-sa-candidature--valoriser-ses-competences
remobilisation--bien-etre-confiance-en-soi
trouver-un-emploi--maintien-dans-lemploi
choisir-un-metier--decouvrir-un-metier-ou-un-secteur-dactivite
difficultes-administratives-ou-juridiques--accompagnement-aux-demarches-administratives"
e1195ecd-a412-4cbd-aff0-f28726fe60ca,"mobilite--etre-accompagne-dans-son-parcours-mobilite
mobilite--mobilite-douce-partagee-collective
mobilite--financer-ma-mobilite"
671f64be-8cc0-44a4-ab27-300d54dcc2e9,"mobilite--etre-accompagne-dans-son-parcours-mobilite
remobilisation--lien-social
sante--acces-aux-soins
equipement-et-alimentation--alimentation"
ba4e7561-d50d-4a9e-89dc-00bb2fd21ba1,"se-former--trouver-sa-formation
preparer-sa-candidature--organiser-ses-demarches-de-recherche-demploi
se-former--monter-son-dossier-de-formation
preparer-sa-candidature--valoriser-ses-competences
choisir-un-metier--confirmer-son-choix-de-metier
trouver-un-emploi--maintien-dans-lemploi"
8a0a40b2-897a-40fa-a02d-c523c95c9b36,"se-former--trouver-sa-formation
se-former--monter-son-dossier-de-formation
preparer-sa-candidature--organiser-ses-demarches-de-recherche-demploi
choisir-un-metier--confirmer-son-choix-de-metier
difficultes-financieres--acquerir-une-autonomie-budgetaire
preparer-sa-candidature--valoriser-ses-competences
remobilisation--bien-etre-confiance-en-soi"
5f17c46e-c059-4bbf-a99b-7c2ba3c4ac05,"se-former--monter-son-dossier-de-formation
se-former--trouver-sa-formation
difficultes-financieres--acquerir-une-autonomie-budgetaire
preparer-sa-candidature--organiser-ses-demarches-de-recherche-demploi
preparer-sa-candidature--valoriser-ses-competences
choisir-un-metier--confirmer-son-choix-de-metier
choisir-un-metier--connaitre-les-opportunites-demploi
choisir-un-metier--decouvrir-un-metier-ou-un-secteur-dactivite
choisir-un-metier--identifier-ses-points-forts-et-ses-competences
difficultes-financieres--ameliorer-sa-gestion-budgetaire
remobilisation--bien-etre-confiance-en-soi"
7046a26d-a9c0-4a81-81d7-1cfb0794bd30,"se-former--trouver-sa-formation
difficultes-financieres--acquerir-une-autonomie-budgetaire
trouver-un-emploi--maintien-dans-lemploi
choisir-un-metier--confirmer-son-choix-de-metier
choisir-un-metier--identifier-ses-points-forts-et-ses-competences
preparer-sa-candidature--valoriser-ses-competences
remobilisation--bien-etre-confiance-en-soi"
307dabec-8ebc-47b6-8c12-d827127c6034,equipement-et-alimentation--alimentation
d4110853-f101-4de7-ac32-a387fe0ba45e,remobilisation--lien-social
bf4d7c5e-19a6-4243-8c68-bbc22bef75bc,remobilisation--bien-etre-confiance-en-soi
df2db9ca-f7f8-460d-bf2e-b315ba2d608b,"remobilisation--activites-sportives-et-culturelles
remobilisation--lien-social
remobilisation--bien-etre-confiance-en-soi"
2d6509c7-c28a-4735-94ec-f63f0b58e99e,famille--surmonter-conflits-separation-violence
d8d328c4-d00b-45ff-9eb5-270349fc05c2,remobilisation--bien-etre-confiance-en-soi
c59a41a6-f5e5-4088-8e47-41e596fd5dc3,"famille--soutien-a-la-parentalite-et-a-leducation
difficultes-administratives-ou-juridiques--accompagnement-aux-demarches-administratives"
2c508c53-96a1-4294-b474-4c08126d2e1c,"logement-hebergement--rechercher-une-solution-dhebergement-temporaire
famille--soutien-a-la-parentalite-et-a-leducation
famille--garde-denfants
difficultes-financieres--acquerir-une-autonomie-budgetaire"
ff19001d-bedc-472f-8626-041ecbaa3037,"famille--soutien-a-la-parentalite-et-a-leducation
famille--garde-denfants"
91b8b379-6902-47ed-b386-9e02d2c5e549,"famille--soutien-a-la-parentalite-et-a-leducation
logement-hebergement--rechercher-une-solution-dhebergement-temporaire
difficultes-administratives-ou-juridiques--accompagnement-aux-demarches-administratives
logement-hebergement--louer-un-logement
logement-hebergement--sinformer-sur-les-demarches-liees-a-lacces-au-logement
sante--acces-aux-soins
logement-hebergement--se-maintenir-dans-le-logement
famille--garde-denfants"
ddaf5b1e-6ad2-41d2-88c1-3f4dfa0c1cdd,"logement-hebergement--rechercher-une-solution-dhebergement-temporaire
famille--surmonter-conflits-separation-violence
logement-hebergement--se-maintenir-dans-le-logement
remobilisation--bien-etre-confiance-en-soi
sante--sante-mentale
difficultes-administratives-ou-juridiques--accompagnement-aux-demarches-administratives
remobilisation--lien-social"
626b0940-6a91-49eb-82c7-511e1253e75d,"preparer-sa-candidature--valoriser-ses-competences
remobilisation--bien-etre-confiance-en-soi
remobilisation--lien-social
difficultes-administratives-ou-juridiques--accompagnement-aux-demarches-administratives"
c1ed3e3d-c583-4a46-abf0-07999794c22f,"difficultes-financieres--acquerir-une-autonomie-budgetaire
trouver-un-emploi--maintien-dans-lemploi
difficultes-financieres--ameliorer-sa-gestion-budgetaire
difficultes-administratives-ou-juridiques--accompagnement-aux-demarches-administratives"
d1a55dbd-ea3c-449a-9640-81c5634f426a,"trouver-un-emploi--maintien-dans-lemploi
choisir-un-metier--confirmer-son-choix-de-metier
difficultes-administratives-ou-juridiques--accompagnement-aux-demarches-administratives
choisir-un-metier--identifier-ses-points-forts-et-ses-competences
preparer-sa-candidature--organiser-ses-demarches-de-recherche-demploi
famille--garde-denfants
choisir-un-metier--decouvrir-un-metier-ou-un-secteur-dactivite
remobilisation--bien-etre-confiance-en-soi"
945c461a-49f1-4983-ad10-04df5644be55,"trouver-un-emploi--maintien-dans-lemploi
trouver-un-emploi--repondre-a-des-offres-demploi
choisir-un-metier--connaitre-les-opportunites-demploi
preparer-sa-candidature--organiser-ses-demarches-de-recherche-demploi"
d36d2a35-405b-4761-86d1-d2c3a1b7dc76,"trouver-un-emploi--maintien-dans-lemploi
difficultes-administratives-ou-juridiques--beneficier-dune-mesure-daccompagnement-adapte
preparer-sa-candidature--valoriser-ses-competences
preparer-sa-candidature--organiser-ses-demarches-de-recherche-demploi
difficultes-administratives-ou-juridiques--accompagnement-aux-demarches-administratives
remobilisation--bien-etre-confiance-en-soi
choisir-un-metier--identifier-ses-points-forts-et-ses-competences
choisir-un-metier--confirmer-son-choix-de-metier
choisir-un-metier--decouvrir-un-metier-ou-un-secteur-dactivite"
8b36dc89-9b63-4e51-8486-984688b7e0bb,"preparer-sa-candidature--developper-son-reseau
preparer-sa-candidature--valoriser-ses-competences
preparer-sa-candidature--organiser-ses-demarches-de-recherche-demploi
trouver-un-emploi--convaincre-un-recruteur-en-entretien
choisir-un-metier--connaitre-les-opportunites-demploi
choisir-un-metier--identifier-ses-points-forts-et-ses-competences
trouver-un-emploi--repondre-a-des-offres-demploi
trouver-un-emploi--suivre-ses-candidatures-et-relancer-les-employeurs
choisir-un-metier--confirmer-son-choix-de-metier
choisir-un-metier--decouvrir-un-metier-ou-un-secteur-dactivite"
a6935fe1-99a0-4039-98ae-58e0d5702329,"preparer-sa-candidature--developper-son-reseau
difficultes-administratives-ou-juridiques--accompagnement-aux-demarches-administratives
difficultes-administratives-ou-juridiques--accompagnement-pour-lacces-aux-droits"
d04cf102-f70b-4483-8851-c10bbf4bde7e,"logement-hebergement--louer-un-logement
logement-hebergement--se-maintenir-dans-le-logement
logement-hebergement--sinformer-sur-les-demarches-liees-a-lacces-au-logement
equipement-et-alimentation--alimentation
remobilisation--lien-social
remobilisation--bien-etre-confiance-en-soi"
f9bbaa24-fca5-424b-b8de-8c6948dc79dd,"remobilisation--lien-social
remobilisation--bien-etre-confiance-en-soi
remobilisation--activites-sportives-et-culturelles
remobilisation--benevolat-action-citoyenne"
1ff9716c-65db-4783-aeda-02a008934967,"se-former--trouver-sa-formation
trouver-un-emploi--repondre-a-des-offres-demploi
trouver-un-emploi--convaincre-un-recruteur-en-entretien
choisir-un-metier--connaitre-les-opportunites-demploi
choisir-un-metier--decouvrir-un-metier-ou-un-secteur-dactivite
preparer-sa-candidature--organiser-ses-demarches-de-recherche-demploi
choisir-un-metier--confirmer-son-choix-de-metier"
4bea9395-6879-49d3-ad8a-b0c630a50208,"remobilisation--bien-etre-confiance-en-soi
choisir-un-metier--identifier-ses-points-forts-et-ses-competences
preparer-sa-candidature--valoriser-ses-competences
choisir-un-metier--confirmer-son-choix-de-metier
trouver-un-emploi--maintien-dans-lemploi"
3954d00f-424a-4861-943d-5ef4966eed61,"trouver-un-emploi--maintien-dans-lemploi
choisir-un-metier--decouvrir-un-metier-ou-un-secteur-dactivite
choisir-un-metier--connaitre-les-opportunites-demploi
choisir-un-metier--confirmer-son-choix-de-metier
choisir-un-metier--identifier-ses-points-forts-et-ses-competences"
63665013-dde2-47c9-aa64-da0ca3b90672,"famille--surmonter-conflits-separation-violence
difficultes-administratives-ou-juridiques--prendre-en-compte-une-problematique-judiciaire
difficultes-administratives-ou-juridiques--beneficier-dune-mesure-daccompagnement-adapte
sante--sante-mentale
remobilisation--bien-etre-confiance-en-soi"
35036115-527d-45a5-827c-c148832b54d2,"famille--surmonter-conflits-separation-violence
sante--sante-mentale
remobilisation--bien-etre-confiance-en-soi
difficultes-administratives-ou-juridiques--accompagnement-aux-demarches-administratives"
